Time;SS-RSRP
12:19:03;-123.9
12:19:03;-111.6
12:19:03;-123.66
12:19:03;-131.22
12:19:03;-99.09
12:19:03;-120.12
12:19:03;-114.96
12:19:03;-129.38
12:19:03;-130.12
12:19:03;-128.82
12:19:03;-113.6
12:19:03;-131.51
12:19:03;-130.74
12:19:03;-107.25
12:19:03;-119.87
12:19:03;-126.73
12:19:03;-108.25
12:19:03;-127.84
12:19:05;-111.05
12:19:05;-100.38
12:19:05;-119.69
12:19:05;-122.18
12:19:05;-107.95
12:19:05;-125.71
12:19:05;-112.01
12:19:05;-123.19
12:19:05;-99.06
12:19:05;-132.04
12:19:05;-121.15
12:19:05;-134.15
12:19:05;-112.77
12:19:05;-128.56
12:19:05;-121.71
12:19:05;-113.34
12:19:05;-132.24
12:19:05;-129.49
12:19:05;-100.6
12:19:05;-117.4
12:19:05;-121.93
12:19:05;-130.94
12:19:05;-126.31
12:19:05;-114.11
12:19:05;-128.69
12:19:05;-126.75
12:19:05;-108.23
12:19:05;-119.07
12:19:05;-122.84
12:19:05;-105.42
12:19:05;-132.62
12:19:07;-112.57
12:19:07;-100.97
12:19:07;-111.48
12:19:07;-118.99
12:19:07;-109.21
12:19:07;-122.68
12:19:07;-118.34
12:19:07;-123.52
12:19:07;-101.01
12:19:07;-122.19
12:19:07;-129.68
12:19:07;-116.85
12:19:07;-119.65
12:19:07;-117.88
12:19:07;-136.11
12:19:07;-127.91
12:19:07;-105.96
12:19:07;-118.36
12:19:07;-124.11
12:19:07;-127.5
12:19:07;-130.13
12:19:07;-120.97
12:19:07;-127.08
12:19:07;-112.37
12:19:07;-122.98
12:19:07;-124.2
12:19:07;-109.27
12:19:07;-127.02
12:19:11;-106.84
12:19:11;-96.89
12:19:11;-114.41
12:19:11;-120.05
12:19:11;-110.19
12:19:12;-126.41
12:19:12;-116.82
12:19:12;-125.6
12:19:12;-103.4
12:19:12;-135.12
12:19:12;-121.11
12:19:12;-131.25
12:19:12;-129.5
12:19:12;-116.44
12:19:12;-125.55
12:19:12;-117.32
12:19:12;-132.35
12:19:12;-128.47
12:19:12;-105.18
12:19:12;-118.99
12:19:12;-123.15
12:19:12;-135.65
12:19:12;-125.97
12:19:12;-118.28
12:19:12;-129.86
12:19:12;-112.27
12:19:12;-125.32
12:19:12;-123.85
12:19:12;-110.59
12:19:12;-133.19
12:19:13;-113.5
12:19:13;-103.65
12:19:13;-120.2
12:19:13;-110.49
12:19:13;-121.38
12:19:13;-117.03
12:19:13;-122.51
12:19:13;-100.56
12:19:13;-120.89
12:19:13;-125.12
12:19:13;-117.82
12:19:13;-117.21
12:19:13;-119.42
12:19:13;-125.58
12:19:13;-106.49
12:19:13;-117.71
12:19:13;-126.43
12:19:13;-124.65
12:19:13;-123.56
12:19:13;-131.27
12:19:13;-121.44
12:19:13;-124.56
12:19:13;-113.95
12:19:13;-123.31
12:19:13;-123.23
12:19:13;-109.12
12:19:13;-124.64
12:19:15;-108.5
12:19:15;-101.28
12:19:15;-113.74
12:19:15;-115.23
12:19:15;-111.1
12:19:17;-127.53
12:19:17;-116.38
12:19:17;-130.69
12:19:17;-102.09
12:19:17;-131.76
12:19:17;-123.87
12:19:17;-129.3
12:19:17;-126.92
12:19:17;-116.41
12:19:17;-132.07
12:19:17;-126.49
12:19:17;-117.99
12:19:17;-134.09
12:19:17;-133.93
12:19:17;-105
12:19:17;-121.57
12:19:17;-118.72
12:19:17;-131.69
12:19:17;-133.99
12:19:17;-124.2
12:19:17;-119.29
12:19:17;-131.22
12:19:17;-129.35
12:19:17;-113.7
12:19:17;-122.52
12:19:17;-126.47
12:19:17;-113.69
12:19:17;-131.19
12:19:17;-114.17
12:19:17;-96.72
12:19:17;-109.9
12:19:17;-120.84
12:19:17;-112.45
12:19:17;-122.77
12:19:17;-96.62
12:19:17;-133.37
12:19:17;-117.95
12:19:17;-132.19
12:19:17;-128.11
12:19:17;-111.99
12:19:17;-116.88
12:19:17;-113.38
12:19:17;-130.25
12:19:17;-126.82
12:19:17;-101.21
12:19:17;-115.4
12:19:17;-123.54
12:19:17;-126.2
12:19:17;-124.93
12:19:17;-124.47
12:19:17;-115.36
12:19:17;-133.76
12:19:17;-120.34
12:19:17;-108.24
12:19:17;-126.17
12:19:17;-123.06
12:19:17;-108.91
12:19:17;-125.25
12:19:19;-110.58
12:19:19;-103.24
12:19:19;-112.8
12:19:19;-115.46
12:19:19;-106.7
12:19:19;-113.69
12:19:19;-117.48
12:19:19;-119.07
12:19:19;-100.77
12:19:19;-131.49
12:19:19;-115.7
